clip_id,audio_file,emotion,speaker_id,pleasantness,goal_relevance,goal_congruence,certainty,control,responsibility,fairness,effort,expectation,novelty,urgency,intensity,coping_potential,social_desirability,moral_worth,attribution,anticipated_emotion
03-01-02-02-01-01-12,Actor_12/03-01-02-02-01-01-12.wav,calm,actor_12,,,,,,,,,,,,,,,,,
03-01-02-02-01-02-13,Actor_13/03-01-02-02-01-02-13.wav,calm,actor_13,,,,,,,,,,,,,,,,,
03-01-02-02-01-02-14,Actor_14/03-01-02-02-01-02-14.wav,calm,actor_14,,,,,,,,,,,,,,,,,
03-01-02-02-01-02-15,Actor_15/03-01-02-02-01-02-15.wav,calm,actor_15,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-16,Actor_16/03-01-02-02-02-02-16.wav,calm,actor_16,,,,,,,,,,,,,,,,,
03-01-02-01-02-01-17,Actor_17/03-01-02-01-02-01-17.wav,calm,actor_17,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-18,Actor_18/03-01-02-02-02-02-18.wav,calm,actor_18,,,,,,,,,,,,,,,,,
03-01-02-01-01-02-19,Actor_19/03-01-02-01-01-02-19.wav,calm,actor_19,,,,,,,,,,,,,,,,,
03-01-02-01-01-01-20,Actor_20/03-01-02-01-01-01-20.wav,calm,actor_20,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-21,Actor_21/03-01-02-02-02-02-21.wav,calm,actor_21,,,,,,,,,,,,,,,,,
03-01-02-02-02-01-22,Actor_22/03-01-02-02-02-01-22.wav,calm,actor_22,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-23,Actor_23/03-01-02-02-02-02-23.wav,calm,actor_23,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-24,Actor_24/03-01-02-02-02-02-24.wav,calm,actor_24,,,,,,,,,,,,,,,,,
03-01-02-01-01-01-01,Actor_01/03-01-02-01-01-01-01.wav,calm,actor_01,,,,,,,,,,,,,,,,,
03-01-02-02-02-01-02,Actor_02/03-01-02-02-02-01-02.wav,calm,actor_02,,,,,,,,,,,,,,,,,
03-01-02-01-01-01-03,Actor_03/03-01-02-01-01-01-03.wav,calm,actor_03,,,,,,,,,,,,,,,,,
03-01-02-02-01-02-04,Actor_04/03-01-02-02-01-02-04.wav,calm,actor_04,,,,,,,,,,,,,,,,,
03-01-02-01-02-02-05,Actor_05/03-01-02-01-02-02-05.wav,calm,actor_05,,,,,,,,,,,,,,,,,
03-01-02-02-01-02-06,Actor_06/03-01-02-02-01-02-06.wav,calm,actor_06,,,,,,,,,,,,,,,,,
03-01-02-01-02-01-07,Actor_07/03-01-02-01-02-01-07.wav,calm,actor_07,,,,,,,,,,,,,,,,,
03-01-02-01-01-01-08,Actor_08/03-01-02-01-01-01-08.wav,calm,actor_08,,,,,,,,,,,,,,,,,
03-01-02-01-01-01-09,Actor_09/03-01-02-01-01-01-09.wav,calm,actor_09,,,,,,,,,,,,,,,,,
03-01-02-02-01-01-10,Actor_10/03-01-02-02-01-01-10.wav,calm,actor_10,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-11,Actor_11/03-01-02-02-02-02-11.wav,calm,actor_11,,,,,,,,,,,,,,,,,
03-01-02-02-02-02-12,Actor_12/03-01-02-02-02-02-12.wav,calm,actor_12,,,,,,,,,,,,,,,,,
03-01-02-02-02-01-13,Actor_13/03-01-02-02-02-01-13.wav,calm,actor_13,,,,,,,,,,,,,,,,,
03-01-03-01-02-01-01,Actor_01/03-01-03-01-02-01-01.wav,happy,actor_01,,,,,,,,,,,,,,,,,
03-01-03-02-02-01-02,Actor_02/03-01-03-02-02-01-02.wav,happy,actor_02,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-03,Actor_03/03-01-03-02-01-01-03.wav,happy,actor_03,,,,,,,,,,,,,,,,,
03-01-03-02-02-01-04,Actor_04/03-01-03-02-02-01-04.wav,happy,actor_04,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-05,Actor_05/03-01-03-02-02-02-05.wav,happy,actor_05,,,,,,,,,,,,,,,,,
03-01-03-01-01-01-06,Actor_06/03-01-03-01-01-01-06.wav,happy,actor_06,,,,,,,,,,,,,,,,,
03-01-03-01-01-01-07,Actor_07/03-01-03-01-01-01-07.wav,happy,actor_07,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-08,Actor_08/03-01-03-02-01-01-08.wav,happy,actor_08,,,,,,,,,,,,,,,,,
03-01-03-01-02-02-09,Actor_09/03-01-03-01-02-02-09.wav,happy,actor_09,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-10,Actor_10/03-01-03-01-01-02-10.wav,happy,actor_10,,,,,,,,,,,,,,,,,
03-01-03-01-01-01-11,Actor_11/03-01-03-01-01-01-11.wav,happy,actor_11,,,,,,,,,,,,,,,,,
03-01-03-01-02-01-12,Actor_12/03-01-03-01-02-01-12.wav,happy,actor_12,,,,,,,,,,,,,,,,,
03-01-03-01-02-02-13,Actor_13/03-01-03-01-02-02-13.wav,happy,actor_13,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-14,Actor_14/03-01-03-02-01-01-14.wav,happy,actor_14,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-15,Actor_15/03-01-03-02-01-01-15.wav,happy,actor_15,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-16,Actor_16/03-01-03-02-01-01-16.wav,happy,actor_16,,,,,,,,,,,,,,,,,
03-01-03-01-01-01-17,Actor_17/03-01-03-01-01-01-17.wav,happy,actor_17,,,,,,,,,,,,,,,,,
03-01-03-02-02-01-18,Actor_18/03-01-03-02-02-01-18.wav,happy,actor_18,,,,,,,,,,,,,,,,,
03-01-03-02-01-01-19,Actor_19/03-01-03-02-01-01-19.wav,happy,actor_19,,,,,,,,,,,,,,,,,
03-01-03-01-01-01-20,Actor_20/03-01-03-01-01-01-20.wav,happy,actor_20,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-21,Actor_21/03-01-03-01-01-02-21.wav,happy,actor_21,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-22,Actor_22/03-01-03-01-01-02-22.wav,happy,actor_22,,,,,,,,,,,,,,,,,
03-01-03-01-02-01-23,Actor_23/03-01-03-01-02-01-23.wav,happy,actor_23,,,,,,,,,,,,,,,,,
03-01-03-02-02-01-24,Actor_24/03-01-03-02-02-01-24.wav,happy,actor_24,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-01,Actor_01/03-01-03-01-01-02-01.wav,happy,actor_01,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-02,Actor_02/03-01-03-02-02-02-02.wav,happy,actor_02,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-03,Actor_03/03-01-03-01-01-02-03.wav,happy,actor_03,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-04,Actor_04/03-01-03-01-01-02-04.wav,happy,actor_04,,,,,,,,,,,,,,,,,
03-01-03-01-01-02-05,Actor_05/03-01-03-01-01-02-05.wav,happy,actor_05,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-06,Actor_06/03-01-03-02-02-02-06.wav,happy,actor_06,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-07,Actor_07/03-01-03-02-02-02-07.wav,happy,actor_07,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-08,Actor_08/03-01-03-02-02-02-08.wav,happy,actor_08,,,,,,,,,,,,,,,,,
03-01-03-01-02-01-09,Actor_09/03-01-03-01-02-01-09.wav,happy,actor_09,,,,,,,,,,,,,,,,,
03-01-03-01-02-02-10,Actor_10/03-01-03-01-02-02-10.wav,happy,actor_10,,,,,,,,,,,,,,,,,
03-01-03-01-02-02-11,Actor_11/03-01-03-01-02-02-11.wav,happy,actor_11,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-12,Actor_12/03-01-03-02-02-02-12.wav,happy,actor_12,,,,,,,,,,,,,,,,,
03-01-03-02-02-02-13,Actor_13/03-01-03-02-02-02-13.wav,happy,actor_13,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-01,Actor_01/03-01-04-01-01-01-01.wav,sad,actor_01,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-02,Actor_02/03-01-04-01-01-02-02.wav,sad,actor_02,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-03,Actor_03/03-01-04-01-01-02-03.wav,sad,actor_03,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-04,Actor_04/03-01-04-01-02-02-04.wav,sad,actor_04,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-05,Actor_05/03-01-04-01-01-01-05.wav,sad,actor_05,,,,,,,,,,,,,,,,,
03-01-04-02-01-01-06,Actor_06/03-01-04-02-01-01-06.wav,sad,actor_06,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-07,Actor_07/03-01-04-01-01-01-07.wav,sad,actor_07,,,,,,,,,,,,,,,,,
03-01-04-02-01-01-08,Actor_08/03-01-04-02-01-01-08.wav,sad,actor_08,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-09,Actor_09/03-01-04-01-01-02-09.wav,sad,actor_09,,,,,,,,,,,,,,,,,
03-01-04-02-01-01-10,Actor_10/03-01-04-02-01-01-10.wav,sad,actor_10,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-11,Actor_11/03-01-04-01-01-01-11.wav,sad,actor_11,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-12,Actor_12/03-01-04-01-01-01-12.wav,sad,actor_12,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-13,Actor_13/03-01-04-01-02-01-13.wav,sad,actor_13,,,,,,,,,,,,,,,,,
03-01-04-02-02-02-14,Actor_14/03-01-04-02-02-02-14.wav,sad,actor_14,,,,,,,,,,,,,,,,,
03-01-04-02-02-02-15,Actor_15/03-01-04-02-02-02-15.wav,sad,actor_15,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-16,Actor_16/03-01-04-01-01-02-16.wav,sad,actor_16,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-17,Actor_17/03-01-04-01-02-01-17.wav,sad,actor_17,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-18,Actor_18/03-01-04-01-01-02-18.wav,sad,actor_18,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-19,Actor_19/03-01-04-01-02-02-19.wav,sad,actor_19,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-20,Actor_20/03-01-04-01-01-01-20.wav,sad,actor_20,,,,,,,,,,,,,,,,,
03-01-04-01-01-01-21,Actor_21/03-01-04-01-01-01-21.wav,sad,actor_21,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-22,Actor_22/03-01-04-01-02-02-22.wav,sad,actor_22,,,,,,,,,,,,,,,,,
03-01-04-02-02-01-23,Actor_23/03-01-04-02-02-01-23.wav,sad,actor_23,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-24,Actor_24/03-01-04-01-02-01-24.wav,sad,actor_24,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-01,Actor_01/03-01-04-01-02-02-01.wav,sad,actor_01,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-02,Actor_02/03-01-04-01-02-02-02.wav,sad,actor_02,,,,,,,,,,,,,,,,,
03-01-04-02-01-02-03,Actor_03/03-01-04-02-01-02-03.wav,sad,actor_03,,,,,,,,,,,,,,,,,
03-01-04-02-01-02-04,Actor_04/03-01-04-02-01-02-04.wav,sad,actor_04,,,,,,,,,,,,,,,,,
03-01-04-01-01-02-05,Actor_05/03-01-04-01-01-02-05.wav,sad,actor_05,,,,,,,,,,,,,,,,,
03-01-04-01-02-02-06,Actor_06/03-01-04-01-02-02-06.wav,sad,actor_06,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-07,Actor_07/03-01-04-01-02-01-07.wav,sad,actor_07,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-08,Actor_08/03-01-04-01-02-01-08.wav,sad,actor_08,,,,,,,,,,,,,,,,,
03-01-04-01-02-01-09,Actor_09/03-01-04-01-02-01-09.wav,sad,actor_09,,,,,,,,,,,,,,,,,
03-01-04-02-02-02-10,Actor_10/03-01-04-02-02-02-10.wav,sad,actor_10,,,,,,,,,,,,,,,,,
03-01-04-02-01-01-11,Actor_11/03-01-04-02-01-01-11.wav,sad,actor_11,,,,,,,,,,,,,,,,,
03-01-04-02-01-02-12,Actor_12/03-01-04-02-01-02-12.wav,sad,actor_12,,,,,,,,,,,,,,,,,
03-01-04-02-02-02-13,Actor_13/03-01-04-02-02-02-13.wav,sad,actor_13,,,,,,,,,,,,,,,,,
03-01-05-02-01-01-01,Actor_01/03-01-05-02-01-01-01.wav,angry,actor_01,,,,,,,,,,,,,,,,,
03-01-05-02-01-01-02,Actor_02/03-01-05-02-01-01-02.wav,angry,actor_02,,,,,,,,,,,,,,,,,
03-01-05-02-01-02-03,Actor_03/03-01-05-02-01-02-03.wav,angry,actor_03,,,,,,,,,,,,,,,,,
03-01-05-02-01-02-04,Actor_04/03-01-05-02-01-02-04.wav,angry,actor_04,,,,,,,,,,,,,,,,,
03-01-05-01-02-01-05,Actor_05/03-01-05-01-02-01-05.wav,angry,actor_05,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-06,Actor_06/03-01-05-02-02-01-06.wav,angry,actor_06,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-07,Actor_07/03-01-05-02-02-01-07.wav,angry,actor_07,,,,,,,,,,,,,,,,,
03-01-05-01-01-02-08,Actor_08/03-01-05-01-01-02-08.wav,angry,actor_08,,,,,,,,,,,,,,,,,
03-01-05-01-02-01-09,Actor_09/03-01-05-01-02-01-09.wav,angry,actor_09,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-10,Actor_10/03-01-05-02-02-02-10.wav,angry,actor_10,,,,,,,,,,,,,,,,,
03-01-05-01-02-02-11,Actor_11/03-01-05-01-02-02-11.wav,angry,actor_11,,,,,,,,,,,,,,,,,
03-01-05-01-01-02-12,Actor_12/03-01-05-01-01-02-12.wav,angry,actor_12,,,,,,,,,,,,,,,,,
03-01-05-01-01-02-13,Actor_13/03-01-05-01-01-02-13.wav,angry,actor_13,,,,,,,,,,,,,,,,,
03-01-05-02-01-02-14,Actor_14/03-01-05-02-01-02-14.wav,angry,actor_14,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-15,Actor_15/03-01-05-02-02-01-15.wav,angry,actor_15,,,,,,,,,,,,,,,,,
03-01-05-01-01-01-16,Actor_16/03-01-05-01-01-01-16.wav,angry,actor_16,,,,,,,,,,,,,,,,,
03-01-05-01-02-01-17,Actor_17/03-01-05-01-02-01-17.wav,angry,actor_17,,,,,,,,,,,,,,,,,
03-01-05-01-02-01-18,Actor_18/03-01-05-01-02-01-18.wav,angry,actor_18,,,,,,,,,,,,,,,,,
03-01-05-01-01-01-19,Actor_19/03-01-05-01-01-01-19.wav,angry,actor_19,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-20,Actor_20/03-01-05-02-02-02-20.wav,angry,actor_20,,,,,,,,,,,,,,,,,
03-01-05-02-01-01-21,Actor_21/03-01-05-02-01-01-21.wav,angry,actor_21,,,,,,,,,,,,,,,,,
03-01-05-01-01-02-22,Actor_22/03-01-05-01-01-02-22.wav,angry,actor_22,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-23,Actor_23/03-01-05-02-02-01-23.wav,angry,actor_23,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-24,Actor_24/03-01-05-02-02-01-24.wav,angry,actor_24,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-01,Actor_01/03-01-05-02-02-02-01.wav,angry,actor_01,,,,,,,,,,,,,,,,,
03-01-05-02-01-02-02,Actor_02/03-01-05-02-01-02-02.wav,angry,actor_02,,,,,,,,,,,,,,,,,
03-01-05-02-01-01-03,Actor_03/03-01-05-02-01-01-03.wav,angry,actor_03,,,,,,,,,,,,,,,,,
03-01-05-01-02-02-04,Actor_04/03-01-05-01-02-02-04.wav,angry,actor_04,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-05,Actor_05/03-01-05-02-02-02-05.wav,angry,actor_05,,,,,,,,,,,,,,,,,
03-01-05-01-02-01-06,Actor_06/03-01-05-01-02-01-06.wav,angry,actor_06,,,,,,,,,,,,,,,,,
03-01-05-01-02-02-07,Actor_07/03-01-05-01-02-02-07.wav,angry,actor_07,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-08,Actor_08/03-01-05-02-02-02-08.wav,angry,actor_08,,,,,,,,,,,,,,,,,
03-01-05-02-02-02-09,Actor_09/03-01-05-02-02-02-09.wav,angry,actor_09,,,,,,,,,,,,,,,,,
03-01-05-02-01-02-10,Actor_10/03-01-05-02-01-02-10.wav,angry,actor_10,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-11,Actor_11/03-01-05-02-02-01-11.wav,angry,actor_11,,,,,,,,,,,,,,,,,
03-01-05-02-02-01-12,Actor_12/03-01-05-02-02-01-12.wav,angry,actor_12,,,,,,,,,,,,,,,,,
03-01-05-01-01-01-13,Actor_13/03-01-05-01-01-01-13.wav,angry,actor_13,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-01,Actor_01/03-01-06-01-01-01-01.wav,fearful,actor_01,,,,,,,,,,,,,,,,,
03-01-06-02-01-02-02,Actor_02/03-01-06-02-01-02-02.wav,fearful,actor_02,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-03,Actor_03/03-01-06-01-01-01-03.wav,fearful,actor_03,,,,,,,,,,,,,,,,,
03-01-06-02-01-02-04,Actor_04/03-01-06-02-01-02-04.wav,fearful,actor_04,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-05,Actor_05/03-01-06-02-02-01-05.wav,fearful,actor_05,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-06,Actor_06/03-01-06-02-02-02-06.wav,fearful,actor_06,,,,,,,,,,,,,,,,,
03-01-06-02-01-02-07,Actor_07/03-01-06-02-01-02-07.wav,fearful,actor_07,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-08,Actor_08/03-01-06-02-02-02-08.wav,fearful,actor_08,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-09,Actor_09/03-01-06-01-01-01-09.wav,fearful,actor_09,,,,,,,,,,,,,,,,,
03-01-06-02-01-02-10,Actor_10/03-01-06-02-01-02-10.wav,fearful,actor_10,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-11,Actor_11/03-01-06-02-02-02-11.wav,fearful,actor_11,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-12,Actor_12/03-01-06-02-02-02-12.wav,fearful,actor_12,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-13,Actor_13/03-01-06-02-02-01-13.wav,fearful,actor_13,,,,,,,,,,,,,,,,,
03-01-06-01-02-01-14,Actor_14/03-01-06-01-02-01-14.wav,fearful,actor_14,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-15,Actor_15/03-01-06-01-01-01-15.wav,fearful,actor_15,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-16,Actor_16/03-01-06-01-01-01-16.wav,fearful,actor_16,,,,,,,,,,,,,,,,,
03-01-06-02-01-02-17,Actor_17/03-01-06-02-01-02-17.wav,fearful,actor_17,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-18,Actor_18/03-01-06-02-02-01-18.wav,fearful,actor_18,,,,,,,,,,,,,,,,,
03-01-06-01-02-02-19,Actor_19/03-01-06-01-02-02-19.wav,fearful,actor_19,,,,,,,,,,,,,,,,,
03-01-06-01-02-02-20,Actor_20/03-01-06-01-02-02-20.wav,fearful,actor_20,,,,,,,,,,,,,,,,,
03-01-06-01-01-02-21,Actor_21/03-01-06-01-01-02-21.wav,fearful,actor_21,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-22,Actor_22/03-01-06-02-02-02-22.wav,fearful,actor_22,,,,,,,,,,,,,,,,,
03-01-06-01-02-02-23,Actor_23/03-01-06-01-02-02-23.wav,fearful,actor_23,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-24,Actor_24/03-01-06-02-02-01-24.wav,fearful,actor_24,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-01,Actor_01/03-01-06-02-02-02-01.wav,fearful,actor_01,,,,,,,,,,,,,,,,,
03-01-06-02-02-02-02,Actor_02/03-01-06-02-02-02-02.wav,fearful,actor_02,,,,,,,,,,,,,,,,,
03-01-06-01-02-01-03,Actor_03/03-01-06-01-02-01-03.wav,fearful,actor_03,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-04,Actor_04/03-01-06-02-02-01-04.wav,fearful,actor_04,,,,,,,,,,,,,,,,,
03-01-06-01-02-01-05,Actor_05/03-01-06-01-02-01-05.wav,fearful,actor_05,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-06,Actor_06/03-01-06-01-01-01-06.wav,fearful,actor_06,,,,,,,,,,,,,,,,,
03-01-06-02-02-01-07,Actor_07/03-01-06-02-02-01-07.wav,fearful,actor_07,,,,,,,,,,,,,,,,,
03-01-06-01-01-02-08,Actor_08/03-01-06-01-01-02-08.wav,fearful,actor_08,,,,,,,,,,,,,,,,,
03-01-06-01-02-02-09,Actor_09/03-01-06-01-02-02-09.wav,fearful,actor_09,,,,,,,,,,,,,,,,,
03-01-06-02-01-01-10,Actor_10/03-01-06-02-01-01-10.wav,fearful,actor_10,,,,,,,,,,,,,,,,,
03-01-06-01-02-01-11,Actor_11/03-01-06-01-02-01-11.wav,fearful,actor_11,,,,,,,,,,,,,,,,,
03-01-06-01-01-01-12,Actor_12/03-01-06-01-01-01-12.wav,fearful,actor_12,,,,,,,,,,,,,,,,,
